NAME,PRIMARY TYPE,LAST ERUPTION YEAR,COUNTRY,REGION2,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,EVIDENCE CATEGORY,POPULATION WITHIN 5KM,POPULATION WITHIN 10KM,POPULATION WITHIN 30KM,POPULATION WITHIN 100KM
Bristol Island,Stratovolcano,2016,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-59.017,-26.533,1100,Eruption Observed,0,0,0,0
Brothers,Submarine,Unknown,New Zealand,"New Zealand to Fiji","New Zealand",-34.875,179.075,-1350,Unrest / Holocene,0,0,0,0
Buckle Island,Stratovolcano,1899,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-66.78,163.25,1239,Eruption Observed,0,0,0,0
Bufumbira,Pyroclastic cone(s),Unknown,Uganda,"Africa and Red Sea","Africa (central)",-1.23,29.72,2440,Evidence Uncertain,436134,436134,830916,10342253
Buldir,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",52.35,175.911,656,Evidence Uncertain,0,0,0,0
Bulusan,Stratovolcano(es),2017,Philippines,"Philippines and SE Asia","Luzon",12.77,124.05,1565,Eruption Observed,2789,74286,518705,3360418
Bunyaruguru,Maar(s),Unknown,Uganda,"Africa and Red Sea","Africa (central)",-0.2,30.08,1554,Evidence Credible,177517,177517,338735,5955535
Burney,Stratovolcano,1910,Chile,"South America","Southern Chile and Argentina",-52.33,-73.4,1758,Eruption Observed,0,0,0,3309
Bus-Obo,Pyroclastic cone,Unknown,Mongolia,"Kamchatka and Mainland Asia","Mongolia",46.995,109.355,1301,Evidence Uncertain,640,1349,5626,46730
Butajiri-Silti Field,Fissure vent(s),Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",8.05,38.35,2281,Evidence Credible,431631,431631,889323,7096283
Buyan-Bratan,Caldera,Unknown,Indonesia,"Indonesia","Lesser Sunda Islands",-8.283,115.133,2244,Evidence Credible,333333,333333,935879,4355947
Buzzard Creek,Tuff ring(s),-1050,United States,"Alaska","Alaska (eastern)",64.062,-148.433,830,Eruption Dated,0,0,12,79489
Cabalían,Stratovolcano,1820,Philippines,"Philippines and SE Asia","Central Philippines",10.285,125.218,912,Eruption Dated,26511,88767,277950,2091362
Caburgua-Huelemolle,Pyroclastic cone(s),-5050,Chile,"South America","Central Chile and Argentina",-39.25,-71.75,1652,Eruption Dated,5951,5951,17774,521553
Cagua,Stratovolcano,1860,Philippines,"Philippines and SE Asia","Luzon",18.222,122.123,1133,Eruption Observed,99,1137,34018,1480952
Caichinque,Stratovolcano(es),Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,Evidence Uncertain,0,8,148,6193
Calabozos,Caldera,Unknown,Chile,"South America","Central Chile and Argentina",-35.558,-70.496,3508,Evidence Credible,550,550,1023,305637
Calatrava Volcanic Field,Pyroclastic cone(s),-3600,Spain,"Mediterranean and Western Asia","Western Europe",38.87,-4.02,1117,Eruption Dated,197199,197199,197199,774386
Calbuco,Stratovolcano,2015,Chile,"South America","Southern Chile and Argentina",-41.33,-72.618,1974,Eruption Observed,70,871,32265,575233
Callaqui,Stratovolcano,1980,Chile,"South America","Central Chile and Argentina",-37.92,-71.45,3164,Eruption Observed,56,294,4354,400426
Cameroon,Stratovolcano,2000,Cameroon,"Africa and Red Sea","Africa (western)",4.203,9.17,4095,Eruption Observed,328,26053,417460,3079036
Camiguin,Stratovolcano(es),1953,Philippines,"Philippines and SE Asia","Mindanao",9.203,124.673,1552,Eruption Observed,12173,51587,92178,2871353
Camiguin de Babuyanes,Stratovolcano,1857,Philippines,"Philippines and SE Asia","North of Luzon",18.83,121.86,712,Eruption Observed,876,1066,1369,409653
Campi Flegrei,Caldera,1538,Italy,"Mediterranean and Western Asia","Italy",40.827,14.139,458,Eruption Observed,2234109,2234109,3006865,6019697
Campi Flegrei Mar Sicilia,Submarine,1867,Italy,"Mediterranean and Western Asia","Italy",37.1,12.7,-8,Eruption Observed,230578,230578,230578,633350
Candlemas Island,Stratovolcano,1911,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-57.08,-26.67,550,Eruption Observed,0,0,0,0
Carlisle,Stratovolcano,1828,United States,"Alaska","Aleutian Islands",52.894,-170.054,1620,Eruption Observed,0,0,0,30
Carrán-Los Venados,Pyroclastic cone(s),1979,Chile,"South America","Central Chile and Argentina",-40.35,-72.07,1114,Eruption Observed,4840,4840,9001,452820
Carrizozo,Pyroclastic cone(s),-3250,United States,"Canada and Western USA","USA (New Mexico)",33.78,-105.93,1731,Eruption Dated,2,11,2596,89711
Casiri,Stratovolcano(es),Unknown,Peru,"South America","Peru",-17.47,-69.813,5650,Evidence Credible,233,922,15247,419038
Cay,Stratovolcano,Unknown,Chile,"South America","Southern Chile and Argentina",-45.059,-72.984,2090,Evidence Uncertain,0,10,104,74787
Cayambe,Compound,1786,Ecuador,"South America","Ecuador",0.029,-77.986,5790,Eruption Observed,70,1148,109630,3154986
Cayley Volcanic Field,Volcanic field,Unknown,Canada,"Canada and Western USA","Canada",50.12,-123.28,2375,Evidence Credible,0,0,0,0
Cayutue-La Vigueria,Pyroclastic cone(s),-190,Chile,"South America","Southern Chile and Argentina",-41.25,-72.27,506,Eruption Dated,1737,1737,5482,451311
Ceboruco,Stratovolcano,1875,Mexico,"México and Central America","Mexico",21.125,-104.508,2280,Eruption Observed,616,30319,93057,1282014
Cendres,Submarine,1923,Vietnam,"Philippines and SE Asia","Southeast Asia",10.158,109.014,-20,Eruption Observed,0,0,0,8069
Central Island,Tuff cone(s),Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",3.496,36.04,518,Evidence Credible,28,28,10253,216485
Cereme,Stratovolcano,1951,Indonesia,"Indonesia","Java",-6.892,108.4,3078,Eruption Observed,915,67377,3058015,25718820
Chacana,Caldera,1773,Ecuador,"South America","Ecuador",-0.375,-78.25,4643,Eruption Observed,81716,81716,348743,3292546
Chachadake [Tiatia],Stratovolcano,1981,Japan - administered by Russia,"Kuril Islands","Kuril Islands",44.353,146.252,1822,Eruption Observed,3,223,896,16275
Chachani,Stratovolcano,Unknown,Peru,"South America","Peru",-16.191,-71.53,6057,Evidence Uncertain,97,1182,887176,1032411
Chachimbiro,Stratovolcano,-3740,Ecuador,"South America","Ecuador",0.468,-78.287,4106,Eruption Dated,125,5299,356162,3253458
Chagulak,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",52.577,-171.13,1142,Evidence Credible,0,0,0,0
Chaine des Puys,Lava dome(s),-4040,France,"Mediterranean and Western Asia","Western Europe",45.775,2.97,1464,Eruption Dated,323392,323392,427221,1577243
Chaiten,Caldera,2011,Chile,"South America","Southern Chile and Argentina",-42.833,-72.646,1122,Eruption Observed,8968,8968,9280,75311
Changbaishan,Stratovolcano,1903,China-North Korea,"Kamchatka and Mainland Asia","China (eastern)",41.98,128.08,2744,Eruption Observed,268,1833,29476,1660355
Cherny,Stratovolcano,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.82,159.67,1778,Evidence Uncertain,0,0,10,10408
Cherpuk Group,Pyroclastic cone(s),-4550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.55,157.47,1868,Eruption Dated,0,0,32,3323
Chichinautzin,Volcanic field,400,Mexico,"México and Central America","Mexico",19.08,-99.13,3930,Eruption Dated,584725,584725,4061942,28030794
Chichon,Lava dome(s),1982,Mexico,"México and Central America","Mexico",17.36,-93.228,1150,Eruption Observed,3759,11000,143015,3570632
Chiginagak,Stratovolcano,1998,United States,"Alaska","Alaska Peninsula",57.135,-156.99,2221,Eruption Observed,0,0,0,52
Chikurachki,Stratovolcano(es),2016,Russia,"Kuril Islands","Kuril Islands",50.324,155.461,1781,Eruption Observed,0,65,527,2492
Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,"South America","Colombia",0.817,-77.938,4698,Evidence Uncertain,977,4573,151519,1826460
Chiliques,Stratovolcano,Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Evidence Uncertain,0,2,368,6797
Chillan,Stratovolcano,2017,Chile,"South America","Central Chile and Argentina",-36.863,-71.377,3212,Eruption Observed,68,371,3733,512325
Chimborazo,Stratovolcano,550,Ecuador,"South America","Ecuador",-1.464,-78.815,6310,Eruption Dated,442,7561,463426,2325666
Chinameca,Stratovolcano,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.478,-88.33,1300,Evidence Credible,14998,89206,824983,4897760
Chingo,Stratovolcano,Unknown,Guatemala-El Salvador,"México and Central America","Guatemala",14.12,-89.73,1775,Evidence Credible,330595,330595,867678,7235923
Chiquimula Volcanic Field,Pyroclastic cone(s),Unknown,Guatemala,"México and Central America","Guatemala",14.83,-89.55,1192,Evidence Credible,240892,240892,412617,3740914
Chiracha,Stratovolcano,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",6.712,38.085,1636,Evidence Uncertain,14959,62234,676872,8954351
Chirinkotan,Stratovolcano,2017,Russia,"Kuril Islands","Kuril Islands",48.98,153.48,724,Eruption Observed,0,0,0,6
Chirippusan [Chirip],Stratovolcano(es),1860,Japan - administered by Russia,"Kuril Islands","Kuril Islands",45.338,147.92,1587,Eruption Observed,77,372,1125,4810
Chirpoi,Caldera,2016,Russia,"Kuril Islands","Kuril Islands",46.532,150.871,742,Eruption Observed,1,1,3,491
Chokaisan,Stratovolcano(es),1974,Japan,"Japan, Taiwan, Marianas","Honshu",39.099,140.049,2236,Eruption Observed,131,707,185681,2301576
Ch'uga-ryong,Shield,Unknown,North Korea-South Korea,"Kamchatka and Mainland Asia","Korea",38.33,127.33,452,Evidence Uncertain,1668,23030,262911,15245593
Churchill,Stratovolcano,847,United States,"Alaska","Alaska (eastern)",61.38,-141.75,5005,Eruption Dated,0,0,0,95
Chyulu Hills,Volcanic field,1855,Kenya,"Africa and Red Sea","Africa (eastern)",-2.68,37.88,2188,Eruption Dated,14889,14889,91280,1784980
Ciguatepe,Stratovolcano,Unknown,Nicaragua,"México and Central America","Nicaragua",12.53,-86.142,603,Evidence Uncertain,100,3187,88943,3635767
Cinnamon Butte,Pyroclastic cone(s),Unknown,United States,"Canada and Western USA","USA (Oregon)",43.241,-122.108,1956,Evidence Uncertain,113,113,913,69577
Cinotepeque,Volcanic field,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",14.02,-89.25,665,Evidence Credible,9831,60668,743867,6953850
Clark,Submarine,Unknown,New Zealand,"New Zealand to Fiji","New Zealand",-36.446,177.839,-860,Unrest / Holocene,0,0,0,0
Clear Lake,Volcanic field,Unknown,United States,"Canada and Western USA","USA (California)",38.97,-122.77,1439,Evidence Credible,52801,52801,71791,1059280
Cleft Segment,Submarine,1986,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (northern)",44.83,-130.3,-2140,Eruption Observed,0,0,0,0
Cleveland,Stratovolcano,2017,United States,"Alaska","Aleutian Islands",52.825,-169.944,1730,Eruption Observed,0,0,0,9
Coatepeque Caldera,Caldera,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.87,-89.55,746,Evidence Credible,616730,616730,1210307,6486011
CoAxial Segment,Submarine,1993,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (northern)",46.52,-129.58,-2400,Eruption Observed,0,0,0,0
Cobb Segment,Submarine,-1180,Canada,"Hawaii and Pacific Ocean","Pacific Ocean (northern)",46.88,-129.33,-2100,Eruption Dated,0,0,0,0
Cochons,Stratovolcano,Unknown,France,"Middle East and Indian Ocean","Indian Ocean (southern)",-46.1,50.23,775,Evidence Credible,0,0,0,0
Cofre de Perote,Shield(s),1150,Mexico,"México and Central America","Mexico",19.492,-97.15,4282,Eruption Dated,658,18638,885440,4907992
Colachi,Stratovolcano,Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Evidence Credible,0,3,238,7964
Coleman Seamount,Submarine,Unknown,Solomon Islands,"Melanesia and Australia","Bougainville and Solomon Islands",-8.841,157.16,-717,Evidence Credible,0,0,2686,71895
Colima,Stratovolcano(es),2017,Mexico,"México and Central America","Mexico",19.514,-103.62,3850,Eruption Observed,76,746,303490,1494790
Colli Albani,Caldera,Unknown,Italy,"Mediterranean and Western Asia","Italy",41.73,12.7,949,Evidence Uncertain,897039,897039,2962194,5330273
Colo,Stratovolcano,1983,Indonesia,"Indonesia","Sulawesi",-0.162,121.601,404,Eruption Observed,1897,2025,2025,229592
Comondu-La Purisima,Volcanic field,Unknown,Mexico,"México and Central America","Mexico",26.0,-111.92,780,Evidence Uncertain,1033,1033,2365,43271
Concepcion,Stratovolcano,2011,Nicaragua,"México and Central America","Nicaragua",11.538,-85.622,1700,Eruption Observed,14072,28900,92378,2266903
Condor,Stratovolcano,Unknown,Argentina,"South America","Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,Evidence Credible,0,0,62,8951
Copahue,Stratovolcano,2017,Chile-Argentina,"South America","Central Chile and Argentina",-37.856,-71.183,2953,Eruption Observed,88,555,3042,138414
Corbetti Caldera,Caldera,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",7.18,38.43,2320,Evidence Credible,565206,565206,1171948,9794061
Corcovado,Stratovolcano,-4920,Chile,"South America","Southern Chile and Argentina",-43.189,-72.794,1826,Eruption Dated,5,67,5546,62134
Cordon de Puntas Negras,Stratovolcano(es),Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Evidence Credible,0,0,217,5798
Cordon del Azufre,Complex,Unknown,Chile-Argentina,"South America","Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Evidence Credible,0,2,160,7814
Coronado,Stratovolcano,Unknown,Mexico,"México and Central America","Mexico",29.08,-113.513,440,Unrest / Holocene,2,37,1096,17157
Coropuna,Stratovolcano,Unknown,Peru,"South America","Peru",-15.52,-72.65,6377,Evidence Credible,37,502,15589,136689
Corvo,Stratovolcano,Unknown,Portugal,"Atlantic Ocean","Azores",39.699,-31.111,718,Evidence Credible,516,516,1517,5340
Cosiguina,Stratovolcano,1859,Nicaragua,"México and Central America","Nicaragua",12.98,-87.57,872,Eruption Observed,143,4114,18876,2179830
Cotopaxi,Stratovolcano,2016,Ecuador,"South America","Ecuador",-0.677,-78.436,5911,Eruption Observed,251,7299,152139,3631492
Crater Basalt Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,"South America","Southern Chile and Argentina",-42.018,-70.194,1344,Evidence Credible,448,448,1140,20539
Crater Lake,Caldera,-2850,United States,"Canada and Western USA","USA (Oregon)",42.93,-122.12,2487,Eruption Dated,52,52,366,272674
Craters of the Moon,Pyroclastic cone(s),-130,United States,"Canada and Western USA","USA (Idaho)",43.42,-113.5,2005,Eruption Dated,15,15,1459,93300
Crow Lagoon,Pyroclastic cone,Unknown,Canada,"Canada and Western USA","Canada",54.7,-130.23,335,Evidence Credible,0,0,456,13541
Cuernos de Negros,Complex,Unknown,Philippines,"Philippines and SE Asia","Central Philippines",9.25,123.17,1862,Unrest / Holocene,1458,39681,531644,2960980
Cuicocha,Caldera,650,Ecuador,"South America","Ecuador",0.308,-78.364,3246,Eruption Dated,178815,178815,364146,3193683
Cuilapa-Barbarena,Volcanic field,Unknown,Guatemala,"México and Central America","Guatemala",14.33,-90.4,1454,Evidence Credible,119602,119602,987252,6943297
Cu-Lao Re Group,Volcanic field,Unknown,Vietnam,"Philippines and SE Asia","Southeast Asia",15.38,109.12,181,Evidence Credible,700,700,29181,2303467
Cumbal,Stratovolcano,1926,Colombia,"South America","Colombia",0.95,-77.87,4764,Eruption Observed,1405,10206,244853,1800919
Cumbres,Stratovolcano,-3920,Mexico,"México and Central America","Mexico",19.15,-97.27,3940,Eruption Dated,113,1923,315004,6365085
Curacoa,Submarine,1979,Tonga,"New Zealand to Fiji","Tonga Islands",-15.62,-173.67,-33,Eruption Observed,0,0,37,1755
Curtis Island,Submarine,Unknown,New Zealand,"New Zealand to Fiji","Kermadec Islands",-30.543,-178.556,47,Unrest / Holocene,0,0,0,0
Dabbahu,Stratovolcano,2005,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",12.595,40.48,1401,Eruption Observed,204,1150,36494,540735
Dabbayra,Shield,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",12.38,40.07,1302,Evidence Credible,804,3324,47053,1946949
Daikoku,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.324,144.194,-323,Unrest / Holocene,0,0,0,0
Dakataua,Caldera,1895,Papua New Guinea,"Melanesia and Australia","New Britain",-5.094,150.094,408,Eruption Dated,1147,1147,3743,113954
Dallol,Explosion crater(s),2011,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",14.242,40.3,-48,Eruption Observed,461,670,2372,820823
Dama Ali,Shield,1631,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",11.28,41.63,1068,Eruption Observed,24,1944,40013,353949
Damavand,Stratovolcano,-5350,Iran,"Middle East and Indian Ocean","Middle East (western)",35.951,52.109,5670,Eruption Dated,27,2295,59171,11945981
Dana,Stratovolcano,-1890,United States,"Alaska","Alaska Peninsula",55.641,-161.214,1354,Eruption Dated,0,0,0,1814
Dar-Alages,Volcanic field(s),-2000,Armenia,"Mediterranean and Western Asia","Western Asia",39.704,45.551,1637,Eruption Dated,31477,31477,57079,1465950
Dariganga Volcanic Field,Pyroclastic cone(s),Unknown,Mongolia,"Kamchatka and Mainland Asia","Mongolia",45.754,114.279,1778,Evidence Credible,18247,18247,18247,25280
Darwin,Shield,1813,Ecuador,"South America","Galapagos Islands",-0.18,-91.28,1330,Eruption Dated,190,190,343,2366
Daun,Stratovolcano(es),Unknown,Indonesia,"Indonesia","Sumatra",-3.38,102.37,2467,Unrest / Holocene,4088,42410,425096,2318233
Davidof,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",51.97,178.33,328,Evidence Uncertain,0,0,0,0
Davis Lake,Volcanic field,-2790,United States,"Canada and Western USA","USA (Oregon)",43.57,-121.82,2163,Eruption Dated,1440,1440,7483,164597
Dawson Strait Group,Volcanic field,1350,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-9.62,150.88,500,Eruption Dated,5388,5388,7721,80476
Deception Island,Caldera,1970,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-63.001,-60.652,602,Eruption Observed,0,0,0,0
Dempo,Stratovolcano(es),2009,Indonesia,"Indonesia","Sumatra",-4.03,103.13,3173,Eruption Observed,124,9613,96058,2307584
Denison,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",58.418,-154.449,2287,Evidence Uncertain,0,0,0,119
Descabezado Grande,Stratovolcano(es),1933,Chile,"South America","Central Chile and Argentina",-35.58,-70.75,3953,Eruption Observed,39,142,3454,704116
Devils Garden,Volcanic field,Unknown,United States,"Canada and Western USA","USA (Oregon)",43.512,-120.861,1698,Evidence Uncertain,51,51,287,162601
Dhamar,Volcanic field,1937,Yemen,"Middle East and Indian Ocean","Middle East (southern)",14.57,44.67,3500,Eruption Observed,791276,791276,791276,5778965
Diables,Lava dome(s),Unknown,Dominica,"West Indies","West Indies",15.612,-61.43,861,Evidence Credible,8048,12036,33148,479470
Diablotins,Stratovolcano,Unknown,Dominica,"West Indies","West Indies",15.503,-61.397,1430,Evidence Uncertain,423,9775,69935,513702
Diamond Craters,Volcanic field,-5610,United States,"Canada and Western USA","USA (Oregon)",43.1,-118.75,1435,Eruption Dated,66,66,136,6969
Didicas,Compound,1978,Philippines,"Philippines and SE Asia","North of Luzon",19.077,122.202,228,Eruption Observed,0,0,132,52751
Dieng Volcanic Complex,Complex,2017,Indonesia,"Indonesia","Java",-7.2,109.879,2565,Eruption Observed,1092929,1092929,1886942,24381814
Diky Greben,Lava dome(s),350,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.452,156.978,1040,Eruption Dated,0,56,544,4568
Dofan,Stratovolcano,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",9.35,40.13,1151,Evidence Credible,1900,12452,54928,2900053
Doma Peaks,Stratovolcano,Unknown,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-5.9,143.15,3568,Evidence Uncertain,1279,4257,103789,813154
